CALI,DENC,DENS,DTC,DTS_1,DTS_2,GR,NEUT,PEF,RDEP,RMIC,RSHAL,closest_depth,true depth,"SAMPLE
NUMBER","PERMEABILITY (HORIZONTAL)
Kair
md"," PERMEABILITY(VERTICAL)
Kair
md","POROSITY
(HELIUM)",Longitude,Latitude
12.1787,-0.0136,2.2171,92.4151,167.8595,179.9379,53.5861,0.2774,2.5862,173.4872,1.5968,59.2723,2105.85,2105.8632,115,791,930,27.3,-4.2365475,60.3305383
12.1818,-0.0088,2.2175,92.2505,172.5619,183.305,54.7126,0.2777,2.6262,160.7081,1.4769,53.0513,2106.1,2106.0156,116,719,,27.2,-4.2365475,60.3305383
12.1785,-0.0079,2.2152,92.7598,174.511,185.451,55.3236,0.294,2.5086,122.3076,1.3971,45.5918,2106.1,2106.168,116,719,,27.2,-4.2365475,60.3305383
12.1787,-0.0064,2.2158,94.9432,174.1075,186.0693,56.0965,0.3016,2.7468,85.6809,1.3614,40.458,2106.3199999999997,2106.3204,117,681,,28.5,-4.2365475,60.3305383
12.1817,-0.0059,2.2328,96.0664,176.7663,184.6823,55.0471,0.2935,2.7085,61.5718,1.3543,33.7188,2106.3199999999997,2106.4728,117,681,,28.5,-4.2365475,60.3305383
12.1787,-0.0022,2.2545,92.8485,173.2247,182.023,57.1833,0.2802,2.7836,46.993,1.3728,27.306,2106.85,2106.6252,119,544,595,25.6,-4.2365475,60.3305383
12.1818,-0.0041,2.2522,89.3244,172.1357,180.9206,55.8166,0.2845,2.6088,38.7393,1.3544,22.8398,2106.85,2106.7776,119,544,595,25.6,-4.2365475,60.3305383
12.1785,-0.005,2.237,85.1737,170.5094,180.8512,56.248,0.2994,2.5818,34.9773,1.7041,20.6908,2106.85,2106.93,119,544,595,25.6,-4.2365475,60.3305383
12.1787,-0.0073,2.2164,86.1167,170.7423,178.7218,56.928,0.2954,2.5546,37.9968,1.5493,21.8305,2107.1,2107.0824,120,406,,26.1,-4.2365475,60.3305383
12.1818,-0.0071,2.2166,89.2871,174.7757,178.4763,56.0773,0.2783,2.5781,49.8221,1.936,26.3469,2107.1,2107.2348,120,406,,26.1,-4.2365475,60.3305383
12.1785,-0.0096,2.2145,86.53,176.3023,177.8737,54.3896,0.2667,2.6119,74.2679,1.7464,34.666,2107.39,2107.3872,121,614,,27.1,-4.2365475,60.3305383
12.1818,-0.0094,2.215,88.0785,177.3607,178.2278,53.5634,0.2744,2.731,97.3015,1.4587,50.4959,2107.6,2107.5396,122,700,,27.5,-4.2365475,60.3305383
12.1817,-0.0095,2.2129,93.5909,178.9339,177.6935,52.4417,0.2835,2.738,71.8708,1.2688,46.0248,2107.6,2107.692,122,700,,27.5,-4.2365475,60.3305383
12.1803,-0.0118,2.2053,98.6478,178.8769,178.9646,59.1591,0.2814,2.8071,45.3091,1.3133,30.067,2107.85,2107.8444,123,646,1106,27.7,-4.2365475,60.3305383
12.1818,-0.0094,2.2032,99.4994,178.6359,179.5695,58.6746,0.2847,2.7154,35.8074,1.3274,23.6532,2108.1,2107.9968,124,855,,27.7,-4.2365475,60.3305383
12.1801,-0.0089,2.1988,102.1376,178.6138,180.0189,58.8222,0.2923,2.7765,35.0783,1.3062,22.8307,2108.1,2108.1492,124,855,,27.7,-4.2365475,60.3305383
12.1991,-0.0085,2.1964,101.2345,176.5009,180.4607,56.9196,0.3007,2.7174,40.558,1.7079,24.922,2108.3199999999997,2108.3016,125,741,,28.1,-4.2365475,60.3305383
12.2147,-0.0084,2.1933,101.2449,177.4018,181.8261,58.2728,0.3027,2.7273,63.942,3.7876,34.4248,2108.3199999999997,2108.454,125,741,,28.1,-4.2365475,60.3305383
12.2192,-0.0071,2.1956,100.2515,177.4001,182.2472,55.7502,0.3035,2.6193,172.749,1.7628,67.0278,2108.68,2108.6064,126,784,,28.8,-4.2365475,60.3305383
12.221,-0.0088,2.2004,100.1536,182.4386,183.0258,53.2609,0.2986,2.6876,328.8531,1.3496,105.395,2108.68,2108.7588,126,784,,28.8,-4.2365475,60.3305383
12.2192,-0.0081,2.2053,100.2863,181.6402,183.4871,54.3823,0.3041,2.6695,289.1785,1.3148,100.2273,2108.85,2108.9112,127,792,1127,28.3,-4.2365475,60.3305383
12.2241,-0.0093,2.2071,100.0229,182.3602,182.7646,53.7043,0.2999,2.6841,226.2734,1.2972,86.6342,2109.1,2109.0636,128,821,,28.4,-4.2365475,60.3305383
12.2192,-0.008,2.21,101.107,180.3788,181.309,52.7758,0.296,2.5685,189.7449,1.209,78.8406,2109.1,2109.216,128,821,,28.4,-4.2365475,60.3305383
12.2194,-0.0077,2.2176,101.3068,178.75,179.305,55.4586,0.2875,2.597,154.6964,1.2694,68.3885,2109.35,2109.3684,129,840,,27.5,-4.2365475,60.3305383
12.2241,-0.0069,2.2272,101.1449,176.6857,179.0383,53.1725,0.2759,2.6504,127.6699,1.3463,58.2574,2109.6,2109.5208,130,692,,27,-4.2365475,60.3305383
12.2194,-0.0069,2.2316,100.3253,176.1139,178.608,50.1656,0.2822,2.6994,115.3308,1.3276,52.7579,2109.6,2109.6732,130,692,,27,-4.2365475,60.3305383
12.2225,-0.0081,2.2299,99.5368,175.6614,174.2443,55.9713,0.2745,2.6637,115.7343,1.3691,49.9987,2109.85,2109.8256,131,474,597,26.2,-4.2365475,60.3305383
12.2178,-0.012,2.2225,98.571,170.7942,170.8219,52.9321,0.2874,2.5999,119.7182,1.434,48.987,2110.1,2109.978,132,678,,26.7,-4.2365475,60.3305383
12.2241,-0.014,2.2165,98.4823,170.7327,170.493,51.2731,0.292,2.5977,117.0306,1.447,49.7329,2110.1,2110.1304,132,678,,26.7,-4.2365475,60.3305383
12.2194,-0.0146,2.2166,98.5042,171.4243,173.0093,51.1874,0.3016,2.6201,89.2778,1.3338,45.3973,2110.3199999999997,2110.2828,133,588,,27.5,-4.2365475,60.3305383
12.221,-0.0149,2.2146,99.7001,171.5825,172.327,56.1058,0.2972,2.6115,56.5807,1.2706,32.6746,2110.3199999999997,2110.4352,133,588,,27.5,-4.2365475,60.3305383
12.2224,-0.0123,2.2192,99.8982,170.9392,172.7389,55.8864,0.2836,2.6147,40.654,1.2955,24.5998,2110.68,2110.5876,134,827,,27,-4.2365475,60.3305383
12.221,-0.0124,2.2232,100.0574,169.751,170.7851,59.0978,0.2803,2.5999,36.1239,1.3099,22.1158,2110.68,2110.74,134,827,,27,-4.2365475,60.3305383
12.2194,-0.0114,2.2287,99.3736,166.4661,169.4543,56.052,0.296,2.6397,37.7283,1.3973,22.7799,2110.85,2110.8924,135,361,1162,26.3,-4.2365475,60.3305383
12.2241,-0.0094,2.2255,99.1135,165.5809,168.5258,56.9865,0.3048,2.5942,46.0401,1.8743,26.2134,2111.1,2111.0448,136,631,,26.4,-4.2365475,60.3305383
12.2194,-0.0096,2.2191,97.6738,165.7973,169.4577,54.2509,0.3047,2.5389,73.3103,1.8689,36.3204,2111.1,2111.1972,136,631,,26.4,-4.2365475,60.3305383
12.2241,-0.0106,2.2156,96.5658,168.4167,170.3555,55.416,0.2976,2.5151,165.1732,1.6005,59.3425,2111.3199999999997,2111.3496,137,598,,27.7,-4.2365475,60.3305383
12.2192,-0.008,2.2247,97.6049,170.3845,171.5143,56.4055,0.2989,2.5256,237.8518,1.5224,74.9954,2111.6,2111.502,138,689,,28,-4.2365475,60.3305383
12.2192,-0.0036,2.2251,97.5931,173.1498,176.0245,58.2241,0.303,2.5084,205.8743,1.4231,68.4532,2111.6,2111.6544,138,689,,28,-4.2365475,60.3305383
12.2209,-0.0025,2.2222,97.8706,173.9464,176.3335,58.1813,0.2875,2.4894,162.0691,1.297,58.9361,2111.85,2111.8068,139,652,1085,27.7,-4.2365475,60.3305383
12.2241,-0.0011,2.227,98.8816,173.6232,176.5312,57.6445,0.2812,2.4729,132.9651,1.2324,52.1933,2111.85,2111.9592,139,652,1085,27.7,-4.2365475,60.3305383
12.221,0.0008,2.2353,98.8762,172.8354,176.265,59.137,0.275,2.542,113.1973,1.2788,47.1782,2112.1,2112.1116,140,767,,26.9,-4.2365475,60.3305383
12.2194,0.0006,2.2421,99.8941,172.314,174.9319,59.61,0.2869,2.5868,97.3541,1.3225,42.3878,2112.3199999999997,2112.264,141,657,,27.5,-4.2365475,60.3305383
12.2225,-0.0035,2.2296,99.2073,172.5883,174.8398,56.4802,0.3005,2.6438,82.4176,1.3076,37.701,2112.3199999999997,2112.4164,141,657,,27.5,-4.2365475,60.3305383
12.221,-0.008,2.2173,99.4527,172.5304,175.5156,57.6181,0.3066,2.6527,69.4694,1.3294,33.678,2112.3199999999997,2112.5688,141,657,,27.5,-4.2365475,60.3305383
12.2208,-0.0108,2.2036,99.2181,174.4094,176.9743,60.1246,0.3069,2.6154,64.0307,1.2181,31.3401,2112.85,2112.7212,143,506,,27.3,-4.2365475,60.3305383
12.2226,-0.0129,2.1937,100.1675,175.9156,178.3983,59.3606,0.2923,2.6223,60.1621,1.2638,28.723,2112.85,2112.8736,143,506,,27.3,-4.2365475,60.3305383
12.2194,-0.0125,2.2122,101.1673,177.7347,191.0062,64.5529,0.3104,2.9082,51.3995,1.3747,25.627,2113.1,2113.026,144,1509,577,29.6,-4.2365475,60.3305383
12.2256,-0.0119,2.2469,102.561,176.1447,192.9717,60.3039,0.3163,3.1062,45.1096,1.2956,24.8557,2113.1,2113.1784,144,1509,577,29.6,-4.2365475,60.3305383
12.2209,-0.0091,2.2968,104.4552,180.5865,195.9243,73.9583,0.3342,3.4669,38.1603,1.3677,23.4132,2113.5499999999997,2113.3308,146,1059,,27.8,-4.2365475,60.3305383
12.221,-0.0072,2.3151,104.9289,182.6714,197.9341,67.6022,0.3092,3.1875,30.9784,1.7474,20.4764,2113.5499999999997,2113.4832,146,1059,,27.8,-4.2365475,60.3305383
12.1912,-0.0084,2.3113,104.9067,183.7828,199.8347,57.3108,0.3105,3.0696,29.6459,1.3998,19.3052,2113.5499999999997,2113.6356,146,1059,,27.8,-4.2365475,60.3305383
12.1801,-0.0117,2.2674,103.8395,187.507,200.3914,55.3376,0.2974,2.7937,32.3652,2.5031,20.243,2113.85,2113.788,147,571,,26.9,-4.2365475,60.3305383
12.1771,-0.0118,2.232,101.339,184.5958,199.9324,55.5086,0.2997,2.7204,39.9014,1.4879,22.8007,2113.85,2113.9404,147,571,,26.9,-4.2365475,60.3305383
12.1787,-0.0118,2.2005,103.5921,181.3561,198.584,58.1418,0.2828,2.6646,54.7892,1.3266,27.16,2114.1,2114.0928,148,611,760,27.1,-4.2365475,60.3305383
12.1801,-0.0122,2.1987,102.3644,179.6616,201.118,60.3268,0.2824,2.6428,88.3465,1.3312,34.5781,2114.33,2114.2452,149,1523,,28.1,-4.2365475,60.3305383
12.1785,-0.0104,2.2049,102.0761,180.6761,187.2986,58.4689,0.2812,2.6346,154.2255,1.2622,50.7032,2114.33,2114.3976,149,1523,,28.1,-4.2365475,60.3305383
12.1787,-0.0087,2.207,102.1541,176.8285,185.8798,55.8462,0.2966,2.6197,176.5858,1.2414,61.1677,2114.33,2114.55,149,1523,,28.1,-4.2365475,60.3305383
12.1785,-0.0114,2.2079,101.0706,174.0341,185.8784,55.3288,0.3073,2.6956,163.1591,1.2204,61.1236,2114.85,2114.7024,151,1280,,28.1,-4.2365475,60.3305383
12.2037,-0.0123,2.2196,101.3392,177.015,185.4862,54.6636,0.3221,2.6298,151.4564,1.2004,57.1372,2114.85,2114.8548,151,1280,,28.1,-4.2365475,60.3305383
12.2163,-0.0126,2.2265,99.9846,177.319,185.0503,53.7346,0.3105,2.7177,140.8285,1.2473,50.9222,2115.1,2115.0072,152,1346,1189,28.6,-4.2365475,60.3305383
12.2159,-0.0137,2.2169,98.2862,177.8786,182.2199,54.3143,0.318,2.6907,123.6066,1.411,43.5454,2115.1,2115.1596,152,1346,1189,28.6,-4.2365475,60.3305383
12.2194,-0.0158,2.1902,99.275,178.3409,184.4157,57.2121,0.3083,2.815,96.6552,1.357,34.4797,2115.35,2115.312,153,1324,,29,-4.2365475,60.3305383
12.2209,-0.0149,2.1797,98.6345,178.2705,186.7597,56.2784,0.3116,2.7824,63.8289,1.2456,24.1066,2115.35,2115.4644,153,1324,,29,-4.2365475,60.3305383
12.2209,-0.0151,2.1822,99.0756,178.1067,188.917,57.8637,0.3013,2.8174,38.9603,1.2189,15.778,2115.6,2115.6168,154,1346,929,28.8,-4.2365475,60.3305383
12.2241,-0.0126,2.1976,99.6775,181.4399,189.0219,59.5972,0.3002,2.7972,23.9219,1.2126,10.4646,2115.85,2115.7692,155,1775,,29.4,-4.2365475,60.3305383
12.221,-0.0127,2.2214,100.7839,183.5894,194.7298,62.879,0.3205,2.907,15.8795,1.1792,7.615,2115.85,2115.9216,155,1775,,29.4,-4.2365475,60.3305383
12.2404,-0.0128,2.2506,102.0987,184.8778,194.8448,62.7508,0.3189,3.1245,11.9595,1.2396,6.4197,2116.0299999999997,2116.074,156,1911,,28.1,-4.2365475,60.3305383
12.2382,-0.0076,2.2985,102.6578,186.812,196.0332,74.8052,0.3301,3.2906,9.8656,1.554,5.8233,2116.0299999999997,2116.2264,156,1911,,28.1,-4.2365475,60.3305383
12.2355,-0.0027,2.3289,102.2953,189.0268,209.3312,78.1568,0.3087,3.3579,9.4816,2.0968,6.092,2116.0299999999997,2116.3788,156,1911,,28.1,-4.2365475,60.3305383
12.2288,0.0017,2.2945,105.1938,199.1635,214.7599,80.9858,0.3483,3.4626,10.3877,1.9407,6.997,2117.6,2117.1408,152,547,,28.2,-4.2365475,60.3305383
12.1867,0.0013,2.295,107.0337,198.1665,213.5587,71.5767,0.3415,3.1149,10.7708,3.1956,6.8496,2117.6,2117.2932,152,547,,28.2,-4.2365475,60.3305383
12.1771,0,2.2773,105.0656,197.0837,212.3462,69.1593,0.3393,2.824,11.2116,2.6023,6.7438,2117.6,2117.4456,152,547,,28.2,-4.2365475,60.3305383
12.1724,-0.0022,2.2475,104.4282,197.9934,209.9682,62.0898,0.321,2.6621,11.8767,2.1066,6.7709,2117.6,2117.598,152,547,,28.2,-4.2365475,60.3305383
12.1752,-0.0068,2.2291,103.2778,196.0233,206.2618,64.8849,0.2985,2.6169,12.9595,1.5582,7.0203,2117.85,2117.7504,163,760,,28.3,-4.2365475,60.3305383
12.1724,-0.0108,2.2109,101.5377,192.7331,200.0198,65.1149,0.2942,2.6076,14.6672,1.9734,7.4739,2117.85,2117.9028,163,760,,28.3,-4.2365475,60.3305383
12.18,-0.0102,2.2036,101.3362,186.8594,200.0735,63.1592,0.2894,2.4978,18.8874,1.8255,9.0788,2118.0299999999997,2118.0552,164,437,,28.2,-4.2365475,60.3305383
12.1694,-0.0092,2.2004,100.6965,184.7496,193.175,61.6774,0.288,2.4398,25.4361,1.8534,11.9518,2118.0299999999997,2118.2076,164,437,,28.2,-4.2365475,60.3305383
12.1724,-0.0115,2.2026,100.1288,184.3779,192.7771,60.0858,0.2806,2.4286,28.8328,1.8681,14.0954,2118.47,2118.36,165,803,,27.9,-4.2365475,60.3305383
12.1752,-0.0081,2.2177,100.4722,184.1349,193.2082,61.1488,0.2757,2.6545,27.8979,1.5786,14.7976,2118.47,2118.5124,165,803,,27.9,-4.2365475,60.3305383
12.1724,-0.0056,2.2436,100.5083,182.5783,187.7321,65.8598,0.3025,2.7528,23.1345,1.5325,13.6673,2118.6,2118.6648,166,890,417,28,-4.2365475,60.3305383
12.1735,-0.0048,2.2615,100.4535,182.8693,191.5787,64.2528,0.3087,2.7374,19.8754,1.6602,12.3827,2118.6,2118.8172,166,890,417,28,-4.2365475,60.3305383
12.174,-0.0049,2.2632,100.8017,182.485,192.9868,62.1212,0.3118,2.5896,18.954,1.7351,12.1379,2119.1,2118.9696,168,489,,28.5,-4.2365475,60.3305383
12.1724,-0.0053,2.2459,101.1103,180.3565,192.5457,63.1002,0.2926,2.4893,19.3495,3.1039,12.6516,2119.1,2119.122,168,489,,28.5,-4.2365475,60.3305383
12.1752,-0.0069,2.2231,101.3986,181.8876,189.9469,60.9532,0.2887,2.4876,19.7292,2.4855,13.2252,2119.35,2119.2744,169,748,,27.8,-4.2365475,60.3305383
12.174,-0.0072,2.2169,100.2504,181.0807,196.5139,67.5654,0.2933,2.529,20.0137,1.7545,13.6228,2119.35,2119.4268,169,748,,27.8,-4.2365475,60.3305383
12.1755,-0.0099,2.2173,100.3913,182.6572,189.6906,74.642,0.3037,2.7516,18.2688,1.6057,12.7024,2119.6,2119.5792,170,628,221,28,-4.2365475,60.3305383
12.172,-0.0092,2.2359,100.5894,183.1562,194.7581,77.6614,0.3227,3.0138,15.4515,2.0401,11.1684,2119.85,2119.7316,171,193,,26.7,-4.2365475,60.3305383
12.1724,-0.0069,2.2548,101.0382,183.3041,196.5097,78.3411,0.326,2.9875,14.2524,1.672,10.6835,2119.85,2119.884,171,193,,26.7,-4.2365475,60.3305383
12.172,-0.0097,2.2457,102.4596,185.8072,197.1212,77.4208,0.3213,2.8483,13.3591,2.3792,10.3176,2120.1,2120.0364,172,269,,26.8,-4.2365475,60.3305383
12.1739,-0.0109,2.233,102.3863,186.8876,198.3729,64.1733,0.3059,2.6834,12.5358,3.5609,9.7993,2120.1,2120.1888,172,269,,26.8,-4.2365475,60.3305383
12.172,-0.0117,2.2313,102.594,186.4086,204.2584,64.7029,0.3169,2.7396,12.9399,2.1551,10.062,2120.35,2120.3412,173,114,,25.6,-4.2365475,60.3305383
12.1739,-0.0103,2.2377,103.1136,182.5384,198.4568,70.8161,0.3273,2.6374,13.0812,1.7574,10.1394,2120.6,2120.4936,174,185,,25.9,-4.2365475,60.3305383
12.1724,-0.01,2.2344,103.1614,185.2999,191.4704,65.7577,0.3484,2.4961,14.1787,2.5031,10.7828,2120.6,2120.646,174,185,,25.9,-4.2365475,60.3305383
12.1704,-0.0089,2.216,102.6518,182.6011,193.2487,66.0854,0.3442,2.4394,16.4826,2.5368,12.1323,2120.85,2120.7984,175,1562,,29.6,-4.2365475,60.3305383
12.1739,-0.0089,2.2142,103.4287,184.7139,197.5881,65.6281,0.3333,2.6241,17.2777,3.5719,12.6117,2120.85,2120.9508,175,1562,,29.6,-4.2365475,60.3305383
12.1709,-0.0058,2.2266,103.1441,184.5027,192.7623,68.9466,0.321,2.8039,17.4504,1.7868,12.9053,2121.35,2121.1032,177,1103,,29,-4.2365475,60.3305383
12.1735,-0.0055,2.2359,103.7016,182.0527,194.653,67.7197,0.3265,2.712,17.454,1.4168,13.2639,2121.35,2121.2556,177,1103,,29,-4.2365475,60.3305383
12.1709,-0.0076,2.2348,103.0645,182.549,199.7038,66.4831,0.3178,2.6326,17.2981,2.1924,12.9273,2121.35,2121.408,177,1103,,29,-4.2365475,60.3305383
12.172,-0.0091,2.2303,102.707,181.3615,195.2254,60.6467,0.3005,2.5989,19.1114,2.3958,13.7564,2121.6,2121.5604,178,1051,,28.3,-4.2365475,60.3305383
12.1755,-0.0101,2.2235,102.3905,180.7876,193.957,63.5957,0.2783,2.6612,21.8978,1.6639,15.522,2121.6,2121.7128,178,1051,,28.3,-4.2365475,60.3305383
12.1724,-0.0045,2.2412,102.3482,183.6282,192.7576,63.6393,0.2871,2.8003,24.4022,1.4641,17.2606,2121.85,2121.8652,179,212,,27.5,-4.2365475,60.3305383
12.1767,-0.0026,2.2549,101.8391,183.2484,190.2258,65.454,0.3033,2.7182,26.7217,1.7152,19.0676,2122.08,2122.0176,180,508,1312,28.6,-4.2365475,60.3305383
12.1739,-0.0015,2.2542,101.956,181.7058,189.6104,59.456,0.3042,2.7947,31.9782,2.2618,21.9503,2122.08,2122.17,180,508,1312,28.6,-4.2365475,60.3305383
12.1724,-0.0046,2.2358,101.6011,178.9113,191.1327,59.7234,0.3073,2.6071,45.9283,2.2084,28.8322,2122.35,2122.3224,181,1254,,28.4,-4.2365475,60.3305383
12.1785,-0.0054,2.2179,101.2984,181.4548,195.888,56.9842,0.292,2.6256,58.334,2.0147,36.2436,2122.35,2122.4748,181,1254,,28.4,-4.2365475,60.3305383
12.1818,-0.0066,2.2225,101.0467,181.1307,191.2104,58.4816,0.2936,2.5574,51.5403,1.5108,34.7068,2122.6,2122.6272,182,847,,27.2,-4.2365475,60.3305383
12.1801,-0.0075,2.2224,101.9715,181.0834,189.5861,58.7172,0.285,2.6176,38.1847,1.4482,27.0001,2122.85,2122.7796,183,864,,27.5,-4.2365475,60.3305383
12.1849,-0.0091,2.2182,101.6726,179.7151,184.577,59.1698,0.2988,2.6062,30.4911,1.4853,21.9123,2122.85,2122.932,183,864,,27.5,-4.2365475,60.3305383
12.1801,-0.0077,2.2069,100.485,179.8754,186.7972,61.1404,0.3184,2.6234,26.951,1.4606,19.4851,2123.1,2123.0844,184,418,94,26.6,-4.2365475,60.3305383
12.1849,-0.0107,2.2105,99.9371,180.4146,189.9568,63.9221,0.3248,2.8295,23.377,1.5625,16.9943,2123.3199999999997,2123.2368,185,1399,,29.3,-4.2365475,60.3305383
12.1883,-0.0125,2.2283,99.7535,181.2994,190.9657,62.4984,0.3246,2.8875,19.1259,1.6126,14.1574,2123.3199999999997,2123.3892,185,1399,,29.3,-4.2365475,60.3305383
12.185,-0.0088,2.2537,100.1226,182.7332,197.3859,67.9589,0.3016,2.8986,17.6248,1.3707,13.5416,2123.3199999999997,2123.5416,185,1399,,29.3,-4.2365475,60.3305383
12.1819,-0.0017,2.2574,100.4055,183.2608,198.6344,67.4278,0.2981,2.5907,16.346,1.3097,13.2939,2123.85,2123.694,187,350,,26.6,-4.2365475,60.3305383
12.1834,-0.0039,2.2336,100.5462,184.0327,192.2457,63.9924,0.2929,2.5351,16.597,2.8574,14.0172,2123.85,2123.8464,187,350,,26.6,-4.2365475,60.3305383
12.1912,-0.0018,2.2226,100.9933,181.8606,188.0985,64.914,0.3073,2.5693,17.839,2.0884,15.306,2124.1,2123.9988,188,1213,135,27.8,-4.2365475,60.3305383
12.2116,0.0006,2.2195,100.9476,185.4348,191.9192,65.4813,0.3112,2.6655,15.79,2.1131,13.6466,2124.1,2124.1512,188,1213,135,27.8,-4.2365475,60.3305383
12.2143,-0.0014,2.2232,101.2194,185.3814,190.7133,67.9656,0.307,2.9719,13.5404,1.6156,11.7835,2124.4,2124.3036,189,1563,,30.6,-4.2365475,60.3305383
12.2132,-0.0077,2.2451,101.4851,190.0558,186.7366,69.6612,0.311,3.0845,10.3606,1.3466,9.2506,2124.4,2124.456,189,1563,,30.6,-4.2365475,60.3305383
12.2132,-0.0061,2.2804,102.3199,189.3553,200.2219,77.6578,0.3277,3.1875,8.2379,1.832,7.7882,2124.4,2124.6084,189,1563,,30.6,-4.2365475,60.3305383
12.2127,-0.0079,2.2923,103.7331,189.0217,204.6711,76.0363,0.343,2.996,7.6175,1.4234,7.4433,2124.85,2124.7608,191,71,,25.5,-4.2365475,60.3305383
12.2085,-0.0099,2.2637,105.6986,189.051,205.371,70.7763,0.3282,2.7595,7.6709,4.001,7.7255,2124.85,2124.9132,191,71,,25.5,-4.2365475,60.3305383
12.2095,-0.0104,2.2281,105.6518,187.5465,198.6111,68.5872,0.3044,2.6498,7.9581,3.3123,8.0886,2125.1,2125.0656,192,183,291,27.3,-4.2365475,60.3305383
12.21,-0.0096,2.223,104.9602,191.3505,203.2437,66.932,0.2979,2.7427,7.561,2.7126,7.5445,2125.3199999999997,2125.218,193,669,,27.6,-4.2365475,60.3305383
12.211,-0.0075,2.2628,105.2325,190.3528,196.7402,71.3713,0.2826,3.2224,7.2202,1.8314,7.1135,2125.3199999999997,2125.3704,193,669,,27.6,-4.2365475,60.3305383
12.21,-0.0014,2.3153,104.0812,187.9589,190.1198,69.7889,0.2745,3.0548,7.3721,1.622,7.0644,2125.6,2125.5228,194,27,,25.4,-4.2365475,60.3305383
12.21,0.0004,2.3381,101.9568,186.7703,195.1687,67.7464,0.2864,2.7515,8.1641,2.3117,7.6071,2125.6,2125.6752,194,27,,25.4,-4.2365475,60.3305383
12.211,-0.0056,2.2734,101.3309,185.2261,195.6999,65.0982,0.3197,2.4966,9.9267,4.2748,8.8207,2125.85,2125.8276,195,1469,114,28.9,-4.2365475,60.3305383
12.2085,-0.0066,2.2345,100.8329,182.5784,194.997,64.8582,0.3367,2.5345,12.2828,4.1374,10.4999,2126.0299999999997,2125.98,196,813,,29.7,-4.2365475,60.3305383
12.2095,-0.0064,2.2136,102.254,178.8438,197.4958,61.7883,0.3162,2.6029,16.0978,2.2032,13.2164,2126.0299999999997,2126.1324,196,813,,29.7,-4.2365475,60.3305383
12.2053,-0.005,2.2328,100.2867,179.3961,196.6142,58.9864,0.2937,2.7213,21.3182,1.393,16.9432,2126.4,2126.2848,197,829,,26,-4.2365475,60.3305383
12.1944,-0.0074,2.2322,101.0397,182.5994,193.9875,56.425,0.2797,2.7286,30.9419,1.5801,23.5785,2126.4,2126.4372,197,829,,26,-4.2365475,60.3305383
12.1964,-0.0085,2.2303,102.2721,181.0541,189.6689,57.2707,0.2869,2.8142,39.9641,2.01,30.9532,2126.6,2126.5896,198,1357,,27.9,-4.2365475,60.3305383
12.1928,-0.0091,2.231,100.335,183.6006,187.4017,65.3891,0.3048,2.7745,35.8,1.5547,28.8948,2126.6,2126.742,198,1357,,27.9,-4.2365475,60.3305383
12.2053,-0.0071,2.2324,98.3762,183.3728,185.3522,60.6325,0.3109,2.8958,26.9118,1.2717,21.8947,2127.08,2126.8944,200,570,,25.2,-4.2365475,60.3305383
12.2053,-0.0049,2.2473,97.2718,184.7032,188.8283,59.8366,0.3068,2.9148,20.6029,1.8506,17.0948,2127.08,2127.0468,200,570,,25.2,-4.2365475,60.3305383
12.2046,-0.0031,2.2587,98.0566,185.237,190.257,66.768,0.3123,2.9983,16.2476,1.334,13.5979,2127.08,2127.1992,200,570,,25.2,-4.2365475,60.3305383
12.2084,-0.0019,2.2855,98.2827,186.9263,186.3949,68.4767,0.3271,2.8269,11.8764,1.1836,10.1525,2127.08,2127.3516,200,570,,25.2,-4.2365475,60.3305383
12.2069,-0.0012,2.2863,98.8966,187.9787,194.7498,68.2778,0.3354,2.8689,7.8427,1.8232,6.8105,2127.08,2127.504,200,570,,25.2,-4.2365475,60.3305383
12.3789,-0.0022,2.4122,97.8478,187.8194,187.7327,77.0496,0.2737,2.7715,3.9654,5.3758,3.5769,2135.25,2134.8192,231,0.79,15,,-4.2365475,60.3305383
12.3886,-0.0048,2.4157,96.5466,176.9543,171.9072,75.4473,0.2635,2.7952,4.1777,5.1389,3.7874,2135.25,2134.9716,231,0.79,15,,-4.2365475,60.3305383
12.409,-0.0072,2.4189,93.2808,173.6409,171.3532,72.8461,0.2495,2.8222,4.4239,5.5612,4.0111,2135.25,2135.124,231,0.79,15,,-4.2365475,60.3305383
12.409,-0.0046,2.4193,89.1311,172.7578,170.6127,73.772,0.26,2.8324,4.5318,5.5488,4.1438,2135.25,2135.2764,231,0.79,15,,-4.2365475,60.3305383
12.4115,-0.0076,2.4153,87.6386,171.9024,169.0175,68.7389,0.2586,2.8318,4.5959,5.2906,4.2174,2135.5,2135.4288,232,2.4,16,,-4.2365475,60.3305383
12.409,-0.013,2.405,86.4771,168.4585,167.9387,67.7224,0.2573,2.9151,4.679,4.8242,4.3184,2135.5,2135.5812,232,2.4,16,,-4.2365475,60.3305383
12.4059,-0.0088,2.3989,85.4418,168.1321,169.0558,65.6842,0.2504,2.907,4.8085,4.9555,4.4404,2135.75,2135.7336,233,1.2,,16,-4.2365475,60.3305383
12.3626,-0.0077,2.3529,86.5648,170.2462,174.9539,63.9826,0.258,2.7335,5.0937,5.0744,4.6838,2135.75,2135.886,233,1.2,,16,-4.2365475,60.3305383
12.2335,-0.0126,2.2749,89.1482,173.4723,175.6308,57.7562,0.2703,2.6939,5.5706,4.6221,5.0514,2135.75,2136.0384,233,1.2,,16,-4.2365475,60.3305383
